pl_hostname,pl_letter,pl_name,st_teff,st_sp,st_lum,st_bmvj,absolute-magnitude
Kepler-85,c,Kepler-85 c,5436,,,,5.293614984
Kepler-85,d,Kepler-85 d,5436,,,,5.293614984
Kepler-85,e,Kepler-85 e,5436,,,,5.293614984
Kepler-850,b,Kepler-850 b,5932,,,,4.520458101
Kepler-851,b,Kepler-851 b,5455,,,,5.439901118
Kepler-852,b,Kepler-852 b,6100,,,,4.291710647
Kepler-853,b,Kepler-853 b,6350,,,,3.393350825
Kepler-854,b,Kepler-854 b,6179,,,,4.13090896
Kepler-855,b,Kepler-855 b,5835,,,,4.922578458
Kepler-856,b,Kepler-856 b,5535,,,,5.219810667
Kepler-857,b,Kepler-857 b,5773,,,,4.977922262
Kepler-858,b,Kepler-858 b,5653,,,,5.093541445
Kepler-859,b,Kepler-859 b,5020,,,,6.07989453
Kepler-860,b,Kepler-860 b,5836,,,,4.893651158
Kepler-861,b,Kepler-861 b,5047,,,,6.091324791
Kepler-862,b,Kepler-862 b,5333,,,,5.765324791
Kepler-863,b,Kepler-863 b,5678,,,,5.135972567
Kepler-864,b,Kepler-864 b,5754,,,,4.792356387
Kepler-865,b,Kepler-865 b,5570,,,,5.369159603
Kepler-866,b,Kepler-866 b,4751,,,,6.640754546
Kepler-867,b,Kepler-867 b,5541,,,,5.247363942
Kepler-868,b,Kepler-868 b,5614,,,,5.17769189
Kepler-869,b,Kepler-869 b,5664,,,,5.077440311
Kepler-87,b,Kepler-87 b,5600,,,,3.683650782
Kepler-87,c,Kepler-87 c,5600,,,,3.683650782
Kepler-870,b,Kepler-870 b,5857,,,,4.807709735
Kepler-871,b,Kepler-871 b,5993,,,,4.543151487
Kepler-872,b,Kepler-872 b,5902,,,,4.871574046
Kepler-873,b,Kepler-873 b,6163,,,,4.103017969
Kepler-874,b,Kepler-874 b,6020,,,,4.532026073
Kepler-875,b,Kepler-875 b,5958,,,,4.744898098
Kepler-876,b,Kepler-876 b,5060,,,,6.037563305
Kepler-877,b,Kepler-877 b,5261,,,,5.729019856
Kepler-878,b,Kepler-878 b,5044,,,,6.049084706
Kepler-879,b,Kepler-879 b,5792,,,,4.825913498
Kepler-880,b,Kepler-880 b,6761,,,,2.941924679
Kepler-881,b,Kepler-881 b,5961,,,,4.541928148
Kepler-882,b,Kepler-882 b,5476,,,,5.482203483
Kepler-883,b,Kepler-883 b,6116,,,,4.331138278
Kepler-884,b,Kepler-884 b,5715,,,,4.952753548
Kepler-885,b,Kepler-885 b,6187,,,,3.837414609
Kepler-886,b,Kepler-886 b,6098,,,,4.27409589
Kepler-887,b,Kepler-887 b,6194,,,,3.871994881
Kepler-887,c,Kepler-887 c,6194,,,,3.871994881
Kepler-888,b,Kepler-888 b,5875,,,,4.966249742
Kepler-889,b,Kepler-889 b,5961,,,,4.159413174
Kepler-890,b,Kepler-890 b,5954,,,,4.471617695
Kepler-891,b,Kepler-891 b,5887,,,,4.600229443
Kepler-892,b,Kepler-892 b,4747,,,,6.55610013
Kepler-893,b,Kepler-893 b,5820,,,,4.757332125
Kepler-894,b,Kepler-894 b,5603,,,,5.25186751
Kepler-895,b,Kepler-895 b,4315,,,,7.424751492
Kepler-896,b,Kepler-896 b,5262,,,,5.719459952
Kepler-897,b,Kepler-897 b,5839,,,,4.77018291
Kepler-898,b,Kepler-898 b,4223,,,,7.559322433
Kepler-899,b,Kepler-899 b,5595,,,,5.320013232
Kepler-9,b,Kepler-9 b,5777,,,,4.738433217
Kepler-9,c,Kepler-9 c,5777,,,,4.738433217
Kepler-9,d,Kepler-9 d,5777,,,,4.738433217
Kepler-900,b,Kepler-900 b,4836,,,,6.423543109
Kepler-901,b,Kepler-901 b,4184,,,,7.788914787
Kepler-902,b,Kepler-902 b,5647,,,,5.123157848
Kepler-903,b,Kepler-903 b,5682,,,,5.066227347
Kepler-903,c,Kepler-903 c,5682,,,,5.066227347
Kepler-904,b,Kepler-904 b,6160,,,,4.123623382
Kepler-905,b,Kepler-905 b,5461,,,,5.399811384
Kepler-906,b,Kepler-906 b,6035,,,,4.557653972
Kepler-907,b,Kepler-907 b,6106,,,,3.316286683
Kepler-908,b,Kepler-908 b,5973,,,,4.534299957
Kepler-909,b,Kepler-909 b,6154,,,,4.0258644
Kepler-91,b,Kepler-91 b,4550,5.3,,,2.430813876
Kepler-910,b,Kepler-910 b,6230,,,,3.578869735
Kepler-911,b,Kepler-911 b,6112,,,,3.087084706
Kepler-912,b,Kepler-912 b,5998,,,,4.830547372
Kepler-913,b,Kepler-913 b,4687,,,,6.887128344
Kepler-914,b,Kepler-914 b,5877,,,,4.417851531
Kepler-915,b,Kepler-915 b,6173,,,,3.766324791
Kepler-916,b,Kepler-916 b,5248,,,,5.770368301
Kepler-917,b,Kepler-917 b,5418,,,,5.701147782
Kepler-918,b,Kepler-918 b,6028,,,,4.495153243
Kepler-919,b,Kepler-919 b,6113,,,,4.250981472
Kepler-92,b,Kepler-92 b,5883,,,,3.328085149
Kepler-92,c,Kepler-92 c,5883,,,,3.328085149
Kepler-92,d,Kepler-92 d,5883,,,,3.328085149
Kepler-920,b,Kepler-920 b,5403,,,,5.446945067
Kepler-920,c,Kepler-920 c,5403,,,,5.446945067
Kepler-921,b,Kepler-921 b,5663,,,,5.099582948
Kepler-922,b,Kepler-922 b,5671,,,,5.023829005
Kepler-923,b,Kepler-923 b,5988,,,,4.117114368
Kepler-924,b,Kepler-924 b,6167,,,,4.181884596
Kepler-925,b,Kepler-925 b,4673,,,,6.837559767
Kepler-926,b,Kepler-926 b,5806,,,,4.84372811
Kepler-927,b,Kepler-927 b,5743,,,,4.910055625
Kepler-928,b,Kepler-928 b,4700,,,,6.690441839
Kepler-929,b,Kepler-929 b,5869,,,,4.972930738
Kepler-93,b,Kepler-93 b,5669,,,,5.021906964
Kepler-93,c,Kepler-93 c,5669,,,,5.021906964
Kepler-930,b,Kepler-930 b,6335,,,,3.997757104
Kepler-931,b,Kepler-931 b,5241,,,,6.0200196
Kepler-932,b,Kepler-932 b,5331,,,,5.733860517
Kepler-933,b,Kepler-933 b,5346,,,,5.645345395
Kepler-934,b,Kepler-934 b,5001,,,,6.159413439
Kepler-935,b,Kepler-935 b,4830,,,,6.509764809
Kepler-936,b,Kepler-936 b,5482,,,,5.396216315
Kepler-937,b,Kepler-937 b,6095,,,,4.369758982
Kepler-937,c,Kepler-937 c,6095,,,,4.369758982
Kepler-938,b,Kepler-938 b,5533,,,,5.328984243
Kepler-939,b,Kepler-939 b,5471,,,,5.471923126
Kepler-94,b,Kepler-94 b,4781,6,,,6.489833164
Kepler-94,c,Kepler-94 c,4781,6,,,6.489833164
Kepler-940,b,Kepler-940 b,5769,,,,4.919071125
Kepler-941,b,Kepler-941 b,5539,,,,5.38418861
Kepler-942,b,Kepler-942 b,4861,,,,6.361717532
Kepler-943,b,Kepler-943 b,5612,,,,5.174643468
Kepler-944,b,Kepler-944 b,5409,,,,5.662298251
Kepler-945,b,Kepler-945 b,5718,,,,4.95617037
Kepler-946,b,Kepler-946 b,5665,,,,5.126786594
Kepler-947,b,Kepler-947 b,5508,,,,5.414917797
Kepler-948,b,Kepler-948 b,5679,,,,5.067738675
Kepler-949,b,Kepler-949 b,5403,,,,5.761019856
Kepler-95,b,Kepler-95 b,5699,,,,4.113981369
Kepler-950,b,Kepler-950 b,5857,,,,4.835526511
Kepler-951,b,Kepler-951 b,4834,,,,6.467699185
Kepler-952,b,Kepler-952 b,5730,,,,4.91864572
Kepler-953,b,Kepler-953 b,5416,,,,5.258943791
Kepler-953,c,Kepler-953 c,5416,,,,5.258943791
Kepler-954,b,Kepler-954 b,4990,,,,6.219759908
Kepler-955,b,Kepler-955 b,5350,,,,5.604302838
Kepler-956,b,Kepler-956 b,6040,,,,4.344853204
Kepler-957,b,Kepler-957 b,4963,,,,6.252590912
Kepler-958,b,Kepler-958 b,5421,,,,5.419415597
Kepler-959,b,Kepler-959 b,7005,,,,2.531495335
Kepler-96,b,Kepler-96 b,5690,,,,4.661476008
Kepler-960,b,Kepler-960 b,4755,,,,6.51291868
Kepler-961,b,Kepler-961 b,5582,,,,5.185056545
Kepler-962,b,Kepler-962 b,5478,,,,5.363677399
Kepler-963,b,Kepler-963 b,5461,,,,5.46588727
Kepler-964,b,Kepler-964 b,5427,,,,5.497860517
Kepler-965,b,Kepler-965 b,5886,,,,4.395057625
Kepler-966,b,Kepler-966 b,5840,,,,4.98110253
Kepler-967,b,Kepler-967 b,5178,,,,5.952497272
Kepler-967,c,Kepler-967 c,5178,,,,5.952497272
Kepler-968,b,Kepler-968 b,4598,,,,6.79422703
Kepler-968,c,Kepler-968 c,4598,,,,6.79422703
Kepler-969,b,Kepler-969 b,5214,,,,5.663790891
Kepler-969,c,Kepler-969 c,5214,,,,5.663790891
Kepler-97,b,Kepler-97 b,5779,,,,4.900037248
Kepler-97,c,Kepler-97 c,5779,,,,4.900037248
Kepler-970,b,Kepler-970 b,4511,,,,7.065659778
Kepler-971,b,Kepler-971 b,5431,,,,5.547904525
Kepler-972,b,Kepler-972 b,6146,,,,4.338612043
Kepler-973,b,Kepler-973 b,5213,,,,5.854217753
Kepler-974,b,Kepler-974 b,3687,,,,8.990073148
Kepler-975,b,Kepler-975 b,4897,,,,6.406093174
Kepler-976,b,Kepler-976 b,5232,,,,5.751999141
Kepler-977,b,Kepler-977 b,5315,,,,5.701159603
Kepler-978,b,Kepler-978 b,6002,,,,4.453077052
Kepler-979,b,Kepler-979 b,5310,,,,5.711636879
Kepler-98,b,Kepler-98 b,5539,,,,4.943676965
Kepler-980,b,Kepler-980 b,5935,,,,4.611719756
Kepler-981,b,Kepler-981 b,5718,,,,4.966646112
Kepler-982,b,Kepler-982 b,6139,,,,3.973314439
Kepler-983,b,Kepler-983 b,6052,,,,4.3487935
Kepler-984,b,Kepler-984 b,5610,,,,5.215495373
Kepler-985,b,Kepler-985 b,5434,,,,5.41790896
Kepler-986,b,Kepler-986 b,5642,,,,4.915458026
Kepler-987,b,Kepler-987 b,5637,,,,5.129620756
Kepler-988,b,Kepler-988 b,4005,,,,8.247741596
Kepler-989,b,Kepler-989 b,5074,,,,6.000773192
Kepler-99,b,Kepler-99 b,4782,,,,6.358903526
Kepler-990,b,Kepler-990 b,5948,,,,4.648591781
Kepler-990,c,Kepler-990 c,5948,,,,4.648591781
Kepler-991,b,Kepler-991 b,4392,,,,7.34599138
Kepler-992,b,Kepler-992 b,4944,,,,6.24832603
Kepler-993,b,Kepler-993 b,3843,,,,8.59591868
Kepler-994,b,Kepler-994 b,3934,,,,8.287755393
Kepler-995,b,Kepler-995 b,5206,,,,5.812572927
Kepler-996,b,Kepler-996 b,6014,,,,4.464988299
Kepler-997,b,Kepler-997 b,6150,,,,3.53351071
Kepler-998,b,Kepler-998 b,6058,,,,4.385703308
Kepler-999,b,Kepler-999 b,6237,,,,3.467258321
LHS 1140,b,LHS 1140 b,3216,6.45,-2.356,,13.70066773
LHS 1140,c,LHS 1140 c,3216,6.45,-2.356,,13.70066773
LHS 3844,b,LHS 3844 b,3036,6.5,-2.565,,14.39406866
LkCa 15,b,LkCa 15 b,,,,0.984,6.019790522
LkCa 15,c,LkCa 15 c,,,,0.984,6.019790522
Lupus-TR-3,b,Lupus-TR-3 b,5000,,,,
MASCARA-1,b,MASCARA-1 b,7554,2.8,1.176,0.232,1.894140499
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,,,,,
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,,,,,
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,,,,,
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,,5,,,
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,,,,,
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,,,,,
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,,,,,
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,,,,,
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,,,,,
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,,,,,
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,,,,,
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,5950,,,,
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,,,,,
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,,,,,
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,,,,,
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,,,,,
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,,,,,
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,,,,,
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,,,,,
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,,,,,
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,,,,,
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,,,,,
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,,,,,
MOA-bin-1L,b,MOA-bin-1L b,,,,,
MXB 1658-298,b,MXB 1658-298 b,,,,,
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,4284,5.3,,1.634,0.186294881
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,4200,5.4,,1.37,0.083413753
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,5780,4.5,,0.626,4.8391144
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,5725,4.5,,0.68,4.905793452
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,6165,3.9,,0.607,4.049433792
NGTS-1,b,NGTS-1 b,3916,6,,1.388,8.772759908
NGTS-2,b,NGTS-2 b,6478,3.5,,,3.177678689
NGTS-3 A,b,NGTS-3 A b,5600,4.6,,,4.620393131
NN Ser,c,NN Ser c,57000,,,,
NN Ser,d,NN Ser d,57000,,,,
NY Vir,b,NY Vir b,,,,,
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,,5,,,
OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,,,,,
OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,,5.5,,,
OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,,,,,
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,,,,,
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,,,,,
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,,6,,,
OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,,,,,3.855739942
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,,,,,
OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,,,,,
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,,,,,
OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,,6,,,
OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,,,,,
OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,,4.5,,,
OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,,4.5,,,
OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,,,,,
OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,,,,,
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,,,,,
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,,6,,,
OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,,6,,,
OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,,,,,
OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,,,,,
OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,,,,,
OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,,,,,
OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,,,,,
OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,,,,,
OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,,,,,
OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,,,,,
OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,,,,,
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,,,,,
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,,,,,
OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,,,,,
OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,,,,,
OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,,,,,
OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,,,,,
OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,,,,,
OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,,,,,
OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,,,,,
OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,,,,,
OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,,,,,
OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,,,,,
OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,,,,,
OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,,,,,
OGLE-TR-056,b,OGLE-TR-056 b,6050,3.8,0.35,,
OGLE-TR-10,b,OGLE-TR-10 b,5950,4.2,0.188,,
OGLE-TR-111,b,OGLE-TR-111 b,5040,5.2,-0.397,,
OGLE-TR-113,b,OGLE-TR-113 b,4790,5.4,-0.529,,5.529243748
OGLE-TR-132,b,OGLE-TR-132 b,6210,3.5,0.371,,3.730299957
OGLE-TR-182,b,OGLE-TR-182 b,5924,,,,
OGLE-TR-211,b,OGLE-TR-211 b,6325,,,,
OGLE2-TR-L9,b,OGLE2-TR-L9 b,6933,,,,
Oph 11,b,Oph 11 b,2375,6.9,-2.77,,
PDS 70,b,PDS 70 b,3972,5.7,-0.456,,6.95936034
PH1,b,PH1 b,6407,3,,,3.718
PH2,b,PH2 b,5629,,-0.102,,4.924619506
POTS-1,b,POTS-1 b,4400,5.5,,,7.54409377
PSR B1257+12,b,PSR B1257+12 b,,,,,
PSR B1257+12,c,PSR B1257+12 c,,,,,
PSR B1257+12,d,PSR B1257+12 d,,,,,
PSR B1620-26,b,PSR B1620-26 b,,,,,
PSR J1719-1438,b,PSR J1719-1438 b,4500,,,,
PSR J2322-2650,b,PSR J2322-2650 b,,,,,
Pr0201,b,Pr0201 b,6174,,,0.664,4.225138344
Pr0211,b,Pr0211 b,5300,,,0.917,5.739690646
Pr0211,c,Pr0211 c,5300,,,0.917,5.739690646
Proxima Cen,b,Proxima Cen b,3050,6.55,-2.81,1.76,15.55705145
Qatar-1,b,Qatar-1 b,5013,,-0.438,0.9,6.488325436
Qatar-2,b,Qatar-2 b,4645,,,1.165,6.995828439
Qatar-3,b,Qatar-3 b,6007,4,0.279,,3.50182923
Qatar-4,b,Qatar-4 b,5215,5.1,-0.318,,5.993197968
Qatar-5,b,Qatar-5 b,5747,4.2,0.056,,4.970848971
ROXs 12,b,ROXs 12 b,3850,6,,0.995,10.19909377
ROXs 42 B,b,ROXs 42 B b,,6,,,
RR Cae,b,RR Cae b,,6,,,
Ross 128,b,Ross 128 b,3192,6.4,-2.441,1.74,13.5054165
Ross 458,c,Ross 458 c,3621,6.05,-1.222,1.48,9.414623382
SR 12 AB,c,SR 12 AB c,,,,1.603,8.012714526
SWEEPS-11,b,SWEEPS-11 b,,,,,5.182905371
SWEEPS-4,b,SWEEPS-4 b,,,,,4.152905371
TAP 26,b,TAP 26 b,4620,,-0.25,,
TCP J05074264+2447555,b,TCP J05074264+2447555 b,,,,,
TRAPPIST-1,b,TRAPPIST-1 b,2559,,-3.281,,18.38607315
TRAPPIST-1,c,TRAPPIST-1 c,2559,,-3.281,,18.38607315
TRAPPIST-1,d,TRAPPIST-1 d,2559,,-3.281,,18.38607315
TRAPPIST-1,e,TRAPPIST-1 e,2559,,-3.281,,18.38607315
TRAPPIST-1,f,TRAPPIST-1 f,2559,,-3.281,,18.38607315
TRAPPIST-1,g,TRAPPIST-1 g,2559,,-3.281,,18.38607315
TRAPPIST-1,h,TRAPPIST-1 h,2559,,-3.281,,18.38607315
TYC 1422-614-1,b,TYC 1422-614-1 b,4806,,1.35,0.95,0.808791121
TYC 1422-614-1,c,TYC 1422-614-1 c,4806,,1.35,0.95,0.808791121
TYC 3318-01333-1,b,TYC 3318-01333-1 b,4776,,1.21,,
TYC 3667-1280-1,b,TYC 3667-1280-1 b,5130,,1.38,1,1.449274618
TYC 4282-00605-1,b,TYC 4282-00605-1 b,4300,,1.91,1.52,1.3545098
TrES-1,b,TrES-1 b,5230,5,,0.78,5.879543705
TrES-2,b,TrES-2 b,5850,4,,0.619,4.769101983
TrES-3,b,TrES-3 b,5650,4.4,-0.204,0.712,5.612325765
TrES-4,b,TrES-4 b,6200,3.8,,0.52,3.132174486
TrES-5,b,TrES-5 b,5171,,,,5.936487496
UKIRT-2017-BLG-001L,b,UKIRT-2017-BLG-001L b,,,,,
USco CTIO 108,b,USco CTIO 108 b,2700,6.7,-1.95,,
UZ For,b,UZ For b,,,,,
UZ For,c,UZ For c,,,,,
V0391 Peg,b,V0391 Peg b,29300,,,,3.839359822
V830 Tau,b,V830 Tau b,4250,,,1.313,6.496543705
VHS J125601.92-125723.9,b,VHS J125601.92-125723.9 b,2620,6.75,-3.14,,17.2399814
WASP-1,b,WASP-1 b,,3.7,0.441,0.928,3.736699185
WASP-10,b,WASP-10 b,4675,5.5,,,7.928787453
WASP-100,b,WASP-100 b,6900,3.2,,,
WASP-101,b,WASP-101 b,6380,3.6,,,
WASP-103,b,WASP-103 b,6110,3.8,0.413,,3.73951071
WASP-104,b,WASP-104 b,5475,4.8,,0.828,5.343319813
WASP-105,b,WASP-105 b,5070,5.2,,,5.088521097
WASP-106,b,WASP-106 b,6055,3.9,,,3.951067822
WASP-107,b,WASP-107 b,4430,5.6,,3.145,7.411115278
WASP-11,b,WASP-11 b,4800,5.3,,,6.173547109
WASP-113,b,WASP-113 b,5890,4.1,,,3.989487496
WASP-114,b,WASP-114 b,5940,4,,,4.429210842
WASP-117,b,WASP-117 b,6040,3.9,,,4.147252199
WASP-118,b,WASP-118 b,6410,3.6,,0.612,3.118055494
WASP-119,b,WASP-119 b,5650,4.5,,,4.587778832
WASP-12,b,WASP-12 b,6300,,,,3.510169858
WASP-120,b,WASP-120 b,6450,3.5,,0.523,2.797592815
WASP-121,b,WASP-121 b,6459,3.6,0.519,,3.283181179
WASP-123,b,WASP-123 b,5740,4.5,,0.48,4.447931133
WASP-124,b,WASP-124 b,6050,3.9,,,4.517560518
WASP-126,b,WASP-126 b,5800,4.2,,,3.953920713
WASP-127,b,WASP-127 b,5620,,,,5.106999141
WASP-129,b,WASP-129 b,5900,4.1,,,5.345324464
WASP-13,b,WASP-13 b,5950,,,,4.468341509
WASP-130,b,WASP-130 b,5625,4.6,,,4.823637474
WASP-131,b,WASP-131 b,6030,4,,,3.110299957
WASP-132,b,WASP-132 b,4775,5.4,,,7.00409377
WASP-133,b,WASP-133 b,5700,4.4,,,4.210063368
WASP-135,b,WASP-135 b,5675,4.5,,0.97,5.894393726
WASP-136,b,WASP-136 b,6260,,,,3.90578076
WASP-138,b,WASP-138 b,6272,,,,4.367246417
WASP-139,b,WASP-139 b,5310,5,,,5.59136082
WASP-14,b,WASP-14 b,6475,,,,3.729400087
WASP-140,b,WASP-140 b,5260,5,,,4.823637474
WASP-141,b,WASP-141 b,5900,3.9,,,3.620625722
WASP-142,b,WASP-142 b,6010,3.8,,,2.67860357
WASP-144,b,WASP-144 b,5200,5.2,,,
WASP-145 A,b,WASP-145 A b,4900,5.2,,,
WASP-147,b,WASP-147 b,5702,4.4,,,
WASP-15,b,WASP-15 b,6300,3.7,,0.48,3.730733837
WASP-151,b,WASP-151 b,5871,4.1,,0.671,4.486362393
WASP-153,b,WASP-153 b,5914,4,,,4.632657722
WASP-156,b,WASP-156 b,4910,5.3,,,5.869359822
WASP-157,b,WASP-157 b,5772,4.2,,0.045,5.267280396
WASP-158,b,WASP-158 b,6350,3.6,,,
WASP-159,b,WASP-159 b,6120,3.9,,,
WASP-16,b,WASP-16 b,5700,,,,
WASP-160 B,b,WASP-160 B b,5298,5,,,
WASP-161,b,WASP-161 b,6400,,0.647,,
WASP-162,b,WASP-162 b,5300,5,,,
WASP-163,b,WASP-163 b,5500,,-0.076,,
WASP-164,b,WASP-164 b,5806,4.2,,,
WASP-165,b,WASP-165 b,5599,4.6,,,
WASP-167,b,WASP-167 b,7000,3.1,,,
WASP-168,b,WASP-168 b,6000,3.9,,,
WASP-17,b,WASP-17 b,6550,3.4,,0.38,3.589700043
WASP-170,b,WASP-170 b,5600,,-0.114,,
WASP-172,b,WASP-172 b,6900,3.1,,,
WASP-173 A,b,WASP-173 A b,5800,4.3,,,4.250915396
WASP-174,b,WASP-174 b,6400,3.6,,,
WASP-18,b,WASP-18 b,6431,3.6,,0.45,3.837292976
WASP-19,b,WASP-19 b,5568,4.8,,,5.600299957
WASP-190,b,WASP-190 b,6400,3.6,,,
WASP-2,b,WASP-2 b,5200,5.1,-0.328,0.86,5.77945956
WASP-20,b,WASP-20 b,5940,3.9,,0.49,4.068903526
WASP-21,b,WASP-21 b,5800,4.3,,,4.66092317
WASP-22,b,WASP-22 b,6000,4.1,,,4.614393726
WASP-23,b,WASP-23 b,5150,,,,
WASP-24,b,WASP-24 b,6075,,,,3.746249148
WASP-25,b,WASP-25 b,5750,,,,5.24116255
WASP-26,b,WASP-26 b,6034,,,,
WASP-28,b,WASP-28 b,6150,3.8,,0.47,3.966080716
WASP-29,b,WASP-29 b,4800,,,,
WASP-3,b,WASP-3 b,6140,,,,3.787886596
WASP-31,b,WASP-31 b,6302,,,,3.918487496
WASP-32,b,WASP-32 b,6140,,,,4.078448547
WASP-33,b,WASP-33 b,7308,2.5,,0.27,2.703802658
WASP-34,b,WASP-34 b,5700,,,,5.00409377
WASP-35,b,WASP-35 b,5990,,,,4.468352018
WASP-36,b,WASP-36 b,5959,,,,
WASP-37,b,WASP-37 b,5800,,-0.021,,5.0275294
WASP-38,b,WASP-38 b,6180,3.8,,,4.240036574
WASP-39,b,WASP-39 b,5400,,,,5.30136082
WASP-4,b,WASP-4 b,5500,4.7,,0.73,5.114393726
WASP-41,b,WASP-41 b,5545,,,,5.323637474
WASP-41,c,WASP-41 c,5545,,,,5.323637474
WASP-42,b,WASP-42 b,5315,,,,6.549400087
WASP-43,b,WASP-43 b,4400,5.7,,,7.884550065
WASP-44,b,WASP-44 b,5410,,,,5.068932447
WASP-45,b,WASP-45 b,5140,5.2,,,5.363409712
WASP-46,b,WASP-46 b,5600,4.6,,,5.004742317
WASP-47,b,WASP-47 b,5552,,,0.735,5.394850022
WASP-47,c,WASP-47 c,5552,,,0.735,5.394850022
WASP-47,d,WASP-47 d,5552,,,0.735,5.394850022
WASP-47,e,WASP-47 e,5552,,,0.735,5.394850022
WASP-48,b,WASP-48 b,5920,,,,3.405550059
WASP-49,b,WASP-49 b,5600,4.6,,,5.207755393
WASP-5,b,WASP-5 b,5700,4.4,,0.66,4.914393726
WASP-50,b,WASP-50 b,5400,,,,4.79136082
WASP-52,b,WASP-52 b,5000,5.2,,,6.269359822
WASP-53,b,WASP-53 b,4953,,-0.463,,
WASP-53,c,WASP-53 c,4953,,-0.463,,
WASP-54,b,WASP-54 b,6100,3.9,,,3.914850022
WASP-55,b,WASP-55 b,5900,,,0.936,4.207430301
WASP-56,b,WASP-56 b,5600,4.6,,,4.451299098
